Timestamp,Temperature from BMP,Pressure from BMP,Temperature from DHT11,Humidity from DHT11,Brightness,Rain
2024-09-01 09:38:51.393826,24.271717006075036,0.8996269499377995,25.39064843204735,80.14097054959252%,Sunny,Clear
2024-09-01 09:39:51.394243,23.26876657270398,0.8977188058623862,24.456880542422763,79.85415881845785%,Sunny,Clear
2024-09-01 09:40:51.394459,23.498083632398718,0.8950284053079133,25.807468831580472,79.85934216872668%,Sunny,Clear
2024-09-01 09:41:51.394640,23.098438172281696,0.8966261311956365,23.08445454123611,80.17170755432812%,Sunny,Clear
2024-09-01 09:42:51.394825,23.27237246880216,0.8954533530134957,24.171026294610325,80.18546216397007%,Sunny,Clear
2024-09-01 09:43:51.395033,23.017009904403473,0.898794864064593,25.626582671127363,80.20535100166678%,Sunny,Clear
2024-09-01 09:44:51.395249,24.7642677262165,0.896294794890911,23.57220652207368,80.04511771342679%,Sunny,Clear
2024-09-01 09:45:51.395461,23.33298418887094,0.9040091094388223,22.805964784771195,79.81109904904116%,Sunny,Clear
2024-09-01 09:46:51.395717,23.34094452999247,0.9024837726125927,24.01529830393266,80.1976727944424%,Sunny,Clear
2024-09-01 09:47:51.395956,24.118292083925688,0.8953459701481321,25.437121436555422,79.92801561697704%,Sunny,Clear
2024-09-01 09:48:51.396133,24.8640085811313,0.9045577024805835,22.884192935362417,79.91307567513883%,Sunny,Clear
2024-09-01 09:49:51.396365,23.565966631879263,0.897373853120985,25.445678600405063,80.10115313251981%,Sunny,Clear
2024-09-01 09:50:51.396563,23.364914181811624,0.8977148265490716,24.015547107664514,79.86460582173387%,Sunny,Clear
2024-09-01 09:51:51.396760,24.973902340677974,0.8999438492345812,22.761605470239445,79.9932793869558%,Sunny,Clear
2024-09-01 09:52:51.396954,24.75526865660253,0.8990011736607778,22.95920852565924,80.10579374510469%,Sunny,Clear
2024-09-01 09:53:51.397144,23.941916943757057,0.9024933412745845,22.72988919022643,80.02805037648497%,Sunny,Clear
2024-09-01 09:54:51.397404,24.215942734812113,0.9000647607814993,22.011965329500573,79.96402124434096%,Sunny,Clear
2024-09-01 09:55:51.397599,23.74370406703509,0.8992008884414051,23.94009988496492,79.94945828766457%,Sunny,Clear
2024-09-01 09:56:51.397793,23.217542976396885,0.8977456516201362,22.398053788847527,79.9019705641365%,Sunny,Clear
2024-09-01 09:57:51.397990,23.497824351246283,0.8967268271939353,22.67585700576248,80.03513041790445%,Sunny,Clear
